,MSA,Year,Total,Estimated,Rate
2011,"Laredo, TX ",2016,12,12,4.4
2012,"Las Cruces, NM ",2006,5,5,2.6
2013,"Las Cruces, NM ",2007,10,10,5.1
2014,"Las Cruces, NM ",2008,9,9,4.5
2015,"Las Cruces, NM ",2009,7,7,3.4
2016,"Las Cruces, NM ",2010,9,9,4.2
2017,"Las Cruces, NM ",2011,7,7,3.3
2018,"Las Cruces, NM ",2012,7,7,3.3
2019,"Las Cruces, NM ",2013,8,8,3.7
2020,"Las Cruces, NM ",2014,11,11,5.1
2021,"Las Cruces, NM ",2015,6,6,2.8
2022,"Las Cruces, NM ",2016,11,11,5.1
2023,"Las Vegas-Henderson-Paradise, NV ",2012,95,95,4.8
2024,"Las Vegas-Henderson-Paradise, NV ",2013,116,116,5.7
2025,"Las Vegas-Henderson-Paradise, NV ",2014,137,137,6.6
2026,"Las Vegas-Henderson-Paradise, NV ",2015,145,145,6.9
2027,"Las Vegas-Henderson-Paradise, NV ",2016,194,194,9
2028,"Las Vegas-Paradise, NV ",2006,181,181,10.2
2029,"Las Vegas-Paradise, NV ",2007,157,157,8.6
2030,"Las Vegas-Paradise, NV ",2008,136,136,7.3
2031,"Las Vegas-Paradise, NV ",2009,133,133,7
2032,"Las Vegas-Paradise, NV ",2010,131,131,6.7
2033,"Las Vegas-Paradise, NV ",2011,93,93,4.7
2034,"Lawrence, KS ",2006,5,5,4.8
2035,"Lawrence, KS ",2007,2,2,1.8
2036,"Lawrence, KS ",2008,4,4,3.5
2037,"Lawrence, KS ",2009,0,0,0
2038,"Lawrence, KS ",2010,0,0,0
2039,"Lawrence, KS ",2011,0,0,0
2040,"Lawrence, KS ",2012,0,0,0
2041,"Lawrence, KS ",2013,1,1,0.9
2042,"Lawton, OK ",2006,8,8,7.1
2043,"Lawton, OK ",2007,10,10,9.2
2044,"Lawton, OK ",2008,6,6,5.3
2045,"Lawton, OK ",2009,9,9,8
2046,"Lawton, OK ",2010,5,5,4.4
2047,"Lawton, OK ",2011,8,8,6.4
2048,"Lawton, OK ",2012,13,13,9.8
2049,"Lawton, OK ",2013,13,13,9.7
2050,"Lawton, OK ",2014,11,11,8.4
2051,"Lawton, OK ",2015,10,10,7.6
2052,"Lawton, OK ",2016,4,4,3.1
2053,"Lebanon, PA ",2006,4,4,3.2
2054,"Lebanon, PA ",2007,1,1,0.8
2055,"Lebanon, PA ",2008,2,2,1.6
2056,"Lebanon, PA ",2009,8,8,6.1
2057,"Lebanon, PA ",2010,5,5,3.8
2058,"Lebanon, PA ",2011,1,1,0.7
2059,"Lebanon, PA ",2012,3,3,2.2
2060,"Lebanon, PA ",2013,2,2,1.5
2061,"Lebanon, PA ",2014,7,7,5.2
2062,"Lebanon, PA ",2015,4,4,2.9
2063,"Lebanon, PA ",2016,3,3,2.2
2064,"Lewiston, ID-WA ",2006,1,1,1.7
2065,"Lewiston, ID-WA ",2007,1,1,1.7
2066,"Lewiston, ID-WA ",2008,3,3,5
2067,"Lewiston, ID-WA ",2009,1,1,1.6
2068,"Lewiston, ID-WA ",2010,1,1,1.6
2069,"Lewiston, ID-WA ",2012,0,0,0
2070,"Lewiston, ID-WA ",2013,0,0,0
2071,"Lewiston, ID-WA ",2014,3,3,4.8
2072,"Lewiston, ID-WA ",2015,4,4,6.4
2073,"Lewiston, ID-WA ",2016,1,1,1.6
2074,"Lewiston-Auburn, ME ",2006,1,1,0.9
2075,"Lewiston-Auburn, ME ",2007,4,4,3.7
2076,"Lewiston-Auburn, ME ",2008,2,2,1.9
2077,"Lewiston-Auburn, ME ",2009,0,0,0
2078,"Lewiston-Auburn, ME ",2010,3,3,2.8
2079,"Lewiston-Auburn, ME ",2011,4,4,3.7
2080,"Lewiston-Auburn, ME ",2012,0,0,0
2081,"Lewiston-Auburn, ME ",2013,1,1,0.9
2082,"Lewiston-Auburn, ME ",2014,2,2,1.9
2083,"Lewiston-Auburn, ME ",2015,0,0,0
2084,"Lewiston-Auburn, ME ",2016,0,0,0
2085,"Lexington-Fayette, KY ",2006,10,10,2.3
2086,"Lexington-Fayette, KY ",2007,20,20,4.5
2087,"Lexington-Fayette, KY ",2008,15,15,3.3
2088,"Lexington-Fayette, KY ",2009,14,14,3
2089,"Lexington-Fayette, KY ",2010,22,22,4.6
2090,"Lexington-Fayette, KY ",2011,17,17,3.6
2091,"Lexington-Fayette, KY ",2012,18,18,3.7
2092,"Lexington-Fayette, KY ",2013,24,24,4.9
2093,"Lexington-Fayette, KY ",2014,22,22,4.5
2094,"Lexington-Fayette, KY ",2015,20,20,4
2095,"Lexington-Fayette, KY ",2016,25,25,4.9
2096,"Lima, OH ",2006,10,10,9.4
2097,"Lima, OH ",2007,2,2,1.9
2098,"Lima, OH ",2008,2,2,1.9
2099,"Lima, OH ",2009,6,6,5.7
2100,"Lima, OH ",2010,4,4,3.9
2101,"Lima, OH ",2011,2,2,1.9
2102,"Lima, OH ",2012,8,8,7.5
2103,"Lima, OH ",2013,3,3,2.9
2104,"Lima, OH ",2014,5,5,4.8
2105,"Lima, OH ",2015,3,3,2.9
2106,"Lima, OH ",2016,8,8,7.7
2107,"Lincoln, NE ",2006,5,5,1.8
2108,"Lincoln, NE ",2007,8,8,2.8
2109,"Lincoln, NE ",2008,6,6,2
2110,"Lincoln, NE ",2009,4,4,1.3
2111,"Lincoln, NE ",2010,2,2,0.7
2112,"Lincoln, NE ",2011,4,4,1.3
2113,"Lincoln, NE ",2012,4,4,1.3
2114,"Lincoln, NE ",2013,5,5,1.6
2115,"Lincoln, NE ",2014,7,7,2.2
2116,"Lincoln, NE ",2015,1,1,0.3
2117,"Lincoln, NE ",2016,10,10,3.1
2118,"Little Rock-North Little Rock-Conway, AR ",2006,92,93,14.3
2119,"Little Rock-North Little Rock-Conway, AR ",2007,87,87,13.2
2120,"Little Rock-North Little Rock-Conway, AR ",2008,64,64,9.5
2121,"Little Rock-North Little Rock-Conway, AR ",2009,49,51,7.4
2122,"Little Rock-North Little Rock-Conway, AR ",2010,43,44,6.3
2123,"Little Rock-North Little Rock-Conway, AR ",2011,67,69,9.8
2124,"Little Rock-North Little Rock-Conway, AR ",2012,63,65,9.1
2125,"Little Rock-North Little Rock-Conway, AR ",2013,55,56,7.7
2126,"Little Rock-North Little Rock-Conway, AR ",2014,61,61,8.4
2127,"Little Rock-North Little Rock-Conway, AR ",2015,63,63,8.6
2128,"Little Rock-North Little Rock-Conway, AR ",2016,74,74,10
2129,"Logan, UT-ID ",2006,2,2,1.8
2130,"Logan, UT-ID ",2007,0,0,0
2131,"Logan, UT-ID ",2008,2,2,1.6
2132,"Logan, UT-ID ",2009,0,0,0
2133,"Logan, UT-ID ",2010,0,0,0
2134,"Logan, UT-ID ",2011,0,0,0
2135,"Logan, UT-ID ",2012,0,0,0
2136,"Logan, UT-ID ",2013,1,1,0.8
2137,"Logan, UT-ID ",2015,1,1,0.8
2138,"Logan, UT-ID ",2016,2,2,1.5
2139,"Longview, TX ",2006,16,16,7.7
2140,"Longview, TX ",2007,9,9,4.4
2141,"Longview, TX ",2008,15,15,7.3
2142,"Longview, TX ",2009,17,17,8.2
2143,"Longview, TX ",2010,20,20,9.6
2144,"Longview, TX ",2011,11,11,5
2145,"Longview, TX ",2012,8,8,3.6
2146,"Longview, TX ",2013,12,12,5.5
2147,"Longview, TX ",2014,11,11,5
2148,"Longview, TX ",2015,22,22,10.1
2149,"Longview, WA ",2006,7,7,7.1
2150,"Longview, WA ",2007,3,3,3
2151,"Longview, WA ",2008,2,2,2
2152,"Longview, WA ",2009,1,1,1
2153,"Longview, WA ",2010,2,2,1.9
2154,"Longview, WA ",2011,4,4,3.8
2155,"Longview, WA ",2012,4,4,3.9
2156,"Longview, WA ",2013,1,1,1
2157,"Longview, WA ",2014,0,0,0
2158,"Longview, WA ",2015,2,2,2
2159,"Longview, WA ",2016,2,2,1.9
2160,"Los Angeles-Long Beach-Anaheim, CA ",2012,651,651,5
2161,"Los Angeles-Long Beach-Anaheim, CA ",2013,594,594,4.5
2162,"Los Angeles-Long Beach-Anaheim, CA ",2014,587,587,4.4
2163,"Los Angeles-Long Beach-Anaheim, CA ",2015,649,649,4.9
2164,"Los Angeles-Long Beach-Anaheim, CA ",2016,679,679,5.1
2165,"Los Angeles-Long Beach-Glendale, CA M.D.",2006,"1,012","1,012",10.1
2166,"Los Angeles-Long Beach-Glendale, CA M.D.",2007,864,864,8.7
2167,"Los Angeles-Long Beach-Glendale, CA M.D.",2008,806,806,8.2
2168,"Los Angeles-Long Beach-Glendale, CA M.D.",2009,699,699,7.1
2169,"Los Angeles-Long Beach-Glendale, CA M.D.",2010,617,617,6.3
2170,"Los Angeles-Long Beach-Glendale, CA M.D.",2011,568,568,5.7
2171,"Los Angeles-Long Beach-Glendale, CA M.D.",2012,600,600,6
2172,"Los Angeles-Long Beach-Glendale, CA M.D.",2013,543,543,5.4
2173,"Los Angeles-Long Beach-Glendale, CA M.D.",2014,526,526,5.2
2174,"Los Angeles-Long Beach-Glendale, CA M.D.",2015,592,592,5.8
2175,"Los Angeles-Long Beach-Glendale, CA M.D.",2016,622,622,6.1
2176,"Los Angeles-Long Beach-Santa Ana, CA ",2006,"1,092","1,092",8.4
2177,"Los Angeles-Long Beach-Santa Ana, CA ",2007,941,941,7.3
2178,"Los Angeles-Long Beach-Santa Ana, CA ",2008,878,878,6.8
2179,"Los Angeles-Long Beach-Santa Ana, CA ",2009,768,768,6
2180,"Los Angeles-Long Beach-Santa Ana, CA ",2010,684,684,5.3
2181,"Los Angeles-Long Beach-Santa Ana, CA ",2011,641,641,4.9
2182,"Louisville-Jefferson County, KY-IN ",2006,56,57,4.7
2183,"Louisville/Jefferson County, KY-IN ",2007,85,87,7.1
2184,"Louisville/Jefferson County, KY-IN ",2008,77,79,6.4
2185,"Louisville/Jefferson County, KY-IN ",2009,69,69,5.5
2186,"Louisville/Jefferson County, KY-IN ",2010,61,62,4.9
2187,"Louisville/Jefferson County, KY-IN ",2011,57,57,4.4
2188,"Louisville/Jefferson County, KY-IN ",2012,77,78,6.2
2189,"Louisville/Jefferson County, KY-IN ",2013,61,62,4.9
2190,"Louisville/Jefferson County, KY-IN ",2014,68,69,5.4
2191,"Louisville/Jefferson County, KY-IN ",2015,95,96,7.5
2192,"Louisville/Jefferson County, KY-IN ",2016,131,134,10.4
2193,"Lubbock, TX ",2006,14,14,5.3
2194,"Lubbock, TX ",2007,15,15,5.7
2195,"Lubbock, TX ",2008,9,9,3.3
2196,"Lubbock, TX ",2009,14,14,5.1
2197,"Lubbock, TX ",2010,10,10,3.6
2198,"Lubbock, TX ",2011,11,11,3.8
2199,"Lubbock, TX ",2012,12,12,4
2200,"Lubbock, TX ",2013,9,9,3
2201,"Lubbock, TX ",2014,14,14,4.6
2202,"Lubbock, TX ",2015,17,17,5.5
2203,"Lubbock, TX ",2016,9,9,2.9
2204,"Lynchburg, VA ",2006,7,7,2.9
2205,"Lynchburg, VA ",2007,6,6,2.5
2206,"Lynchburg, VA ",2008,8,8,3.3
2207,"Lynchburg, VA ",2009,5,5,2
2208,"Lynchburg, VA ",2010,16,16,6.4
2209,"Lynchburg, VA ",2011,6,6,2.3
2210,"Lynchburg, VA ",2012,6,6,2.3
2211,"Lynchburg, VA ",2013,5,5,1.9
2212,"Lynchburg, VA ",2014,14,14,5.4
2213,"Lynchburg, VA ",2015,9,9,3.5
2214,"Lynchburg, VA ",2016,12,12,4.6
2215,"Macon, GA ",2006,18,18,7.6
2216,"Macon, GA ",2007,30,30,13
2217,"Macon, GA ",2008,23,23,10
2218,"Macon, GA ",2009,23,23,10
2219,"Macon, GA ",2010,27,27,12
2220,"Macon, GA ",2011,18,18,7.6
2221,"Macon, GA ",2012,26,26,11
2222,"Macon, GA ",2013,23,23,9.9
2223,"Macon-Bibb County, GA ",2015,22,22,9.5
2224,"Macon-Bibb County, GA ",2016,18,18,7.8
2225,"Madera, CA ",2006,2,2,1.4
2226,"Madera, CA ",2007,5,5,3.4
2227,"Madera, CA ",2012,2,2,1.3
2228,"Madera, CA ",2013,13,13,8.5
2229,"Madera, CA ",2014,9,9,5.9
2230,"Madera, CA ",2015,4,4,2.6
2231,"Madera, CA ",2016,7,7,4.5
2232,"Madera-Chowchilla, CA ",2008,10,10,6.7
2233,"Madera-Chowchilla, CA ",2009,3,3,2
2234,"Madera-Chowchilla, CA ",2010,10,10,6.6
2235,"Madera-Chowchilla, CA ",2011,5,5,3.3
2236,"Madison, WI ",2006,4,4,0.7
2237,"Madison, WI ",2007,11,11,2
2238,"Madison, WI ",2008,14,14,2.5
2239,"Madison, WI ",2009,11,11,1.9
2240,"Madison, WI ",2010,5,5,0.9
2241,"Madison, WI ",2011,10,10,1.8
2242,"Madison, WI ",2012,15,15,2.4
2243,"Madison, WI ",2013,11,11,1.8
2244,"Madison, WI ",2014,13,13,2.1
2245,"Madison, WI ",2015,17,17,2.7
2246,"Madison, WI ",2016,13,13,2
2247,"Manchester-Nashua, NH ",2006,5,5,1.2
2248,"Manchester-Nashua, NH ",2009,6,6,1.5
2249,"Manchester-Nashua, NH ",2010,3,3,0.7
2250,"Manchester-Nashua, NH ",2011,8,8,2
2251,"Manchester-Nashua, NH ",2012,1,1,0.2
2252,"Manchester-Nashua, NH ",2013,10,10,2.5
2253,"Manchester-Nashua, NH ",2014,7,7,1.7
2254,"Manchester-Nashua, NH ",2015,13,13,3.2
2255,"Manchester-Nashua, NH ",2016,5,5,1.2
2256,"Manhattan, KS ",2008,4,4,3.3
2257,"Manhattan, KS ",2009,4,4,3.2
2258,"Manhattan, KS ",2010,6,6,4.8
2259,"Manhattan, KS ",2011,5,5,3.9
2260,"Manhattan, KS ",2012,1,1,1
2261,"Manhattan, KS ",2013,6,6,6
2262,"Manhattan, KS ",2014,3,3,3
2263,"Manhattan, KS ",2015,2,2,2
2264,"Manhattan, KS ",2016,1,1,1
2265,"Mankato-North Mankato, MN ",2008,0,0,0
2266,"Mankato-North Mankato, MN ",2009,1,1,1.1
2267,"Mankato-North Mankato, MN ",2010,3,3,3.2
2268,"Mankato-North Mankato, MN ",2011,1,1,1
2269,"Mankato-North Mankato, MN ",2012,0,0,0
2270,"Mankato-North Mankato, MN ",2013,2,2,2
2271,"Mankato-North Mankato, MN ",2014,2,2,2
2272,"Mankato-North Mankato, MN ",2015,0,0,0
2273,"Mankato-North Mankato, MN ",2016,2,2,2
2274,"Mansfield, OH ",2006,3,3,2.3
2275,"Mansfield, OH ",2007,7,7,5.5
2276,"Mansfield, OH ",2008,3,3,2.4
2277,"Mansfield, OH ",2009,3,3,2.4
2278,"Mansfield, OH ",2010,4,4,3.2
2279,"Mansfield, OH ",2011,3,3,2.4
2280,"Mansfield, OH ",2012,3,3,2.4
2281,"Mansfield, OH ",2013,1,1,0.8
2282,"Mansfield, OH ",2014,4,4,3.3
2283,"Mansfield, OH ",2015,3,3,2.5
2284,"Mansfield, OH ",2016,6,6,5
2285,"Mayaguez, Puerto Rico ",2006,11,11,9.4
2286,"Mayaguez, Puerto Rico ",2007,14,14,12.6
2287,"Mayaguez, Puerto Rico ",2008,11,11,9.9
2288,"Mayaguez, Puerto Rico ",2009,19,19,17.3
2289,"Mayaguez, Puerto Rico ",2011,27,27,25.7
2290,"Mayaguez, Puerto Rico ",2012,21,21,20.3
2291,"Mayaguez, Puerto Rico ",2013,20,20,19.8
2292,"Mayaguez, Puerto Rico ",2014,8,8,8.1
2293,"Mayaguez, Puerto Rico ",2015,11,11,11.5
2294,"Mayaguez, Puerto Rico ",2016,16,16,17
2295,"McAllen-Edinburg-Mission, TX ",2006,32,32,4.6
2296,"McAllen-Edinburg-Mission, TX ",2007,37,37,5.1
2297,"McAllen-Edinburg-Mission, TX ",2008,51,51,7
2298,"McAllen-Edinburg-Mission, TX ",2009,40,40,5.4
2299,"McAllen-Edinburg-Mission, TX ",2010,35,35,4.6
2300,"McAllen-Edinburg-Mission, TX ",2011,35,35,4.4
2301,"McAllen-Edinburg-Mission, TX ",2012,30,30,3.7
2302,"McAllen-Edinburg-Mission, TX ",2013,22,22,2.7
2303,"McAllen-Edinburg-Mission, TX ",2014,26,26,3.1
2304,"McAllen-Edinburg-Mission, TX ",2015,32,32,3.8
2305,"McAllen-Edinburg-Mission, TX ",2016,22,22,2.6
2306,"Medford, OR ",2006,3,3,1.5
2307,"Medford, OR ",2007,3,3,1.5
2308,"Medford, OR ",2008,2,2,1
2309,"Medford, OR ",2009,2,2,1
2310,"Medford, OR ",2010,3,3,1.5
2311,"Medford, OR ",2011,10,10,4.9
2312,"Medford, OR ",2012,4,4,1.9
2313,"Medford, OR ",2013,4,4,1.9
2314,"Medford, OR ",2014,3,3,1.4
2315,"Medford, OR ",2015,5,5,2.3
2316,"Medford, OR ",2016,5,5,2.3
2317,"Memphis, TN-MS-AR ",2006,172,175,13.7
2318,"Memphis, TN-MS-AR ",2007,150,154,11.9
2319,"Memphis, TN-MS-AR ",2008,163,163,12.6
2320,"Memphis, TN-MS-AR ",2009,157,157,12.1
2321,"Memphis, TN-MS-AR ",2010,112,113,8.6
2322,"Memphis, TN-MS-AR ",2011,139,141,10.6
2323,"Memphis, TN-MS-AR ",2012,153,155,11.5
2324,"Memphis, TN-MS-AR ",2013,138,139,10.3
2325,"Memphis, TN-MS-AR ",2014,165,173,12.8
2326,"Memphis, TN-MS-AR ",2015,152,155,11.5
2327,"Memphis, TN-MS-AR ",2016,248,249,18.5
2328,"Merced, CA ",2006,22,22,9
2329,"Merced, CA ",2007,17,17,6.8
2330,"Merced, CA ",2008,21,21,8.4
2331,"Merced, CA ",2009,26,26,10.4
2332,"Merced, CA ",2010,26,26,10.5
2333,"Merced, CA ",2011,14,14,5.4
2334,"Merced, CA ",2012,23,23,8.8
2335,"Merced, CA ",2013,27,27,10.2
2336,"Merced, CA ",2014,29,29,10.9
2337,"Merced, CA ",2015,27,27,10.1
2338,"Merced, CA ",2016,6,6,2.2
2339,"Miami-Fort Lauderdale-Miami Beach, FL ",2006,419,419,7.6
2340,"Miami-Fort Lauderdale-Pompano Beach, FL ",2007,429,429,7.8
2341,"Miami-Fort Lauderdale-Pompano Beach, FL ",2008,409,409,7.6
2342,"Miami-Fort Lauderdale-Pompano Beach, FL ",2009,377,377,6.9
2343,"Miami-Fort Lauderdale-Pompano Beach, FL ",2010,370,370,6.6
2344,"Miami-Fort Lauderdale-Pompano Beach, FL ",2011,344,344,6.1
2345,"Miami-Fort Lauderdale-West Palm Beach, FL ",2012,364,364,6.3
2346,"Miami-Fort Lauderdale-West Palm Beach, FL ",2013,383,383,6.6
2347,"Miami-Fort Lauderdale-West Palm Beach, FL ",2014,419,419,7.1
2348,"Miami-Fort Lauderdale-West Palm Beach, FL ",2015,399,399,6.6
2349,"Miami-Fort Lauderdale-West Palm Beach, FL ",2016,355,355,5.8
2350,"Miami-Miami Beach-Kendall, FL M.D.",2006,240,240,9.9
2351,"Miami-Miami Beach-Kendall, FL M.D.",2007,228,228,9.5
2352,"Miami-Miami Beach-Kendall, FL M.D.",2008,228,228,9.6
2353,"Miami-Miami Beach-Kendall, FL M.D.",2009,215,215,8.7
2354,"Miami-Miami Beach-Kendall, FL M.D.",2010,224,224,8.9
2355,"Miami-Miami Beach-Kendall, FL M.D.",2011,218,218,8.6
2356,"Miami-Miami Beach-Kendall, FL M.D.",2012,210,210,8.1
2357,"Miami-Miami Beach-Kendall, FL M.D.",2013,229,229,8.7
2358,"Miami-Miami Beach-Kendall, FL M.D.",2014,251,251,9.4
2359,"Miami-Miami Beach-Kendall, FL M.D.",2015,217,217,8
2360,"Miami-Miami Beach-Kendall, FL M.D.",2016,198,198,7.2
2361,"Michigan City-La Porte, IN ",2006,3,3,2.7
2362,"Michigan City-La Porte, IN ",2007,7,7,6.3
2363,"Michigan City-La Porte, IN ",2008,5,5,4.6
2364,"Michigan City-La Porte, IN ",2009,3,3,2.7
2365,"Michigan City-La Porte, IN ",2010,5,5,4.5
2366,"Michigan City-La Porte, IN ",2011,4,4,3.6
2367,"Michigan City-La Porte, IN ",2012,3,3,2.7
2368,"Michigan City-La Porte, IN ",2014,6,6,5.4
2369,"Michigan City-La Porte, IN ",2015,4,4,3.6
2370,"Michigan City-La Porte, IN ",2016,2,2,1.8
2371,"Midland, MI ",2012,2,2,2.4
2372,"Midland, MI ",2014,1,1,1.2
2373,"Midland, MI ",2015,2,2,2.4
2374,"Midland, MI ",2016,1,1,1.2
2375,"Midland, TX ",2006,5,5,4
2376,"Midland, TX ",2007,4,4,3.2
2377,"Midland, TX ",2008,4,4,3.1
2378,"Midland, TX ",2009,3,3,2.3
2379,"Midland, TX ",2010,3,3,2.2
2380,"Midland, TX ",2011,6,6,4.3
2381,"Midland, TX ",2012,5,5,3.4
2382,"Midland, TX ",2013,6,6,3.9
2383,"Midland, TX ",2014,8,8,4.9
2384,"Midland, TX ",2015,9,9,5.4
2385,"Midland, TX ",2016,3,3,1.7
2386,"Milwaukee-Waukesha-West Allis, WI ",2006,112,112,7.4
2387,"Milwaukee-Waukesha-West Allis, WI ",2007,110,110,7.3
2388,"Milwaukee-Waukesha-West Allis, WI ",2008,76,76,4.9
2389,"Milwaukee-Waukesha-West Allis, WI ",2009,81,81,5.2
2390,"Milwaukee-Waukesha-West Allis, WI ",2010,100,100,6.4
2391,"Milwaukee-Waukesha-West Allis, WI ",2011,92,92,5.9
2392,"Milwaukee-Waukesha-West Allis, WI ",2012,107,108,6.9
2393,"Milwaukee-Waukesha-West Allis, WI ",2013,110,110,7
2394,"Milwaukee-Waukesha-West Allis, WI ",2014,98,99,6.3
2395,"Milwaukee-Waukesha-West Allis, WI ",2015,154,155,9.8
2396,"Milwaukee-Waukesha-West Allis, WI ",2016,156,156,9.9
2397,"Minneapolis-St. Paul-Bloomington, MN-WI ",2006,109,110,3.5
2398,"Minneapolis-St. Paul-Bloomington, MN-WI ",2007,88,90,2.8
2399,"Minneapolis-St. Paul-Bloomington, MN-WI ",2008,86,87,2.7
2400,"Minneapolis-St. Paul-Bloomington, MN-WI ",2009,55,55,1.7
2401,"Minneapolis-St. Paul-Bloomington, MN-WI ",2010,78,78,2.4
2402,"Minneapolis-St. Paul-Bloomington, MN-WI ",2011,59,59,1.8
2403,"Minneapolis-St. Paul-Bloomington, MN-WI ",2012,76,76,2.2
2404,"Minneapolis-St. Paul-Bloomington, MN-WI ",2013,87,87,2.5
2405,"Minneapolis-St. Paul-Bloomington, MN-WI ",2014,64,64,1.8
2406,"Minneapolis-St. Paul-Bloomington, MN-WI ",2015,97,97,2.7
2407,"Minneapolis-St. Paul-Bloomington, MN-WI ",2016,77,77,2.2
2408,"Missoula, MT ",2006,0,0,0
2409,"Missoula, MT ",2007,1,1,1
2410,"Missoula, MT ",2008,2,2,1.9
2411,"Missoula, MT ",2009,1,1,0.9
2412,"Missoula, MT ",2011,1,1,0.9
2413,"Missoula, MT ",2012,0,0,0
2414,"Missoula, MT ",2013,1,1,0.9
2415,"Missoula, MT ",2014,2,2,1.8
2416,"Missoula, MT ",2015,4,4,3.5
2417,"Missoula, MT ",2016,0,0,0
2418,"Mobile, AL ",2006,46,47,11.6
2419,"Mobile, AL ",2007,61,62,15.3
2420,"Mobile, AL ",2008,65,65,16
2421,"Mobile, AL ",2009,36,36,8.8
2422,"Mobile, AL ",2010,30,31,7.4
2423,"Mobile, AL ",2011,47,47,11.3
2424,"Mobile, AL ",2012,46,46,11.1
2425,"Mobile, AL ",2013,40,40,9.7
2426,"Mobile, AL ",2014,39,39,9.4
2427,"Mobile, AL ",2015,44,44,10.6
2428,"Mobile, AL ",2016,61,61,14.7
2429,"Modesto, CA ",2006,29,29,5.7
2430,"Modesto, CA ",2007,27,27,5.2
2431,"Modesto, CA ",2008,31,31,6
2432,"Modesto, CA ",2009,46,46,8.9
2433,"Modesto, CA ",2010,29,29,5.6
2434,"Modesto, CA ",2011,34,34,6.5
2435,"Modesto, CA ",2012,38,38,7.3
2436,"Modesto, CA ",2013,33,33,6.3
2437,"Modesto, CA ",2014,32,32,6
2438,"Modesto, CA ",2015,39,39,7.3
2439,"Modesto, CA ",2016,34,34,6.3
2440,"Monroe, LA ",2006,14,14,8.6
2441,"Monroe, LA ",2007,4,4,2.3
2442,"Monroe, LA ",2008,11,11,6.3
2443,"Monroe, LA ",2010,16,16,9.1
2444,"Monroe, LA ",2011,9,9,5.1
2445,"Monroe, LA ",2012,11,11,6.2
2446,"Monroe, LA ",2013,17,17,9.5
2447,"Monroe, LA ",2014,13,13,7.3
2448,"Monroe, LA ",2015,27,27,15.1
2449,"Monroe, LA ",2016,19,20,11.2
2450,"Monroe, MI ",2006,1,1,0.7
2451,"Monroe, MI ",2007,1,1,0.6
2452,"Monroe, MI ",2008,2,2,1.3
2453,"Monroe, MI ",2009,5,5,3.3
2454,"Monroe, MI ",2010,2,2,1.3
2455,"Monroe, MI ",2011,3,3,2
2456,"Monroe, MI ",2012,5,5,3.3
2457,"Monroe, MI ",2013,5,5,3.3
2458,"Monroe, MI ",2015,3,3,2
2459,"Montgomery County-Bucks County-Chester County, PA M.D.",2012,26,26,1.4
2460,"Montgomery County-Bucks County-Chester County, PA M.D.",2013,24,24,1.2
2461,"Montgomery County-Bucks County-Chester County, PA M.D.",2014,26,26,1.3
2462,"Montgomery County-Bucks County-Chester County, PA M.D.",2015,30,30,1.5
2463,"Montgomery County-Bucks County-Chester County, PA M.D.",2016,33,33,1.7
2464,"Montgomery, AL ",2006,32,33,9.2
2465,"Montgomery, AL ",2007,49,52,14.3
2466,"Montgomery, AL ",2008,28,28,7.6
2467,"Montgomery, AL ",2009,39,39,10.5
2468,"Montgomery, AL ",2010,25,26,7
2469,"Montgomery, AL ",2011,39,39,10.4
2470,"Montgomery, AL ",2012,53,53,13.9
2471,"Montgomery, AL ",2014,40,40,10.7
2472,"Montgomery, AL ",2015,39,39,10.5
2473,"Montgomery, AL ",2016,44,44,11.8
2474,"Morgantown, WV ",2006,4,4,3.5
2475,"Morgantown, WV ",2007,3,3,2.6
2476,"Morgantown, WV ",2009,1,2,1.7
2477,"Morgantown, WV ",2010,3,3,2.4
2478,"Morgantown, WV ",2012,3,3,2.3
2479,"Morgantown, WV ",2013,1,1,0.7
2480,"Morgantown, WV ",2014,4,4,2.9
2481,"Morgantown, WV ",2015,3,3,2.2
2482,"Morgantown, WV ",2016,3,3,2.2
2483,"Morristown, TN ",2006,2,2,1.5
2484,"Morristown, TN ",2007,5,5,3.7
2485,"Morristown, TN ",2008,3,3,2.2
2486,"Morristown, TN ",2009,3,3,2.2
2487,"Morristown, TN ",2010,6,6,4.3
2488,"Morristown, TN ",2011,3,3,2.2
2489,"Morristown, TN ",2012,3,3,2.6
2490,"Morristown, TN ",2013,2,2,1.7
2491,"Morristown, TN ",2014,0,0,0
2492,"Morristown, TN ",2015,3,3,2.6
2493,"Mount Vernon-Anacortes, WA ",2006,2,2,1.7
2494,"Mount Vernon-Anacortes, WA ",2007,2,2,1.7
2495,"Mount Vernon-Anacortes, WA ",2008,9,9,7.6
2496,"Mount Vernon-Anacortes, WA ",2009,3,3,2.5
2497,"Mount Vernon-Anacortes, WA ",2010,0,0,0
2498,"Mount Vernon-Anacortes, WA ",2011,3,3,2.5
2499,"Mount Vernon-Anacortes, WA ",2012,2,2,1.7
2500,"Mount Vernon-Anacortes, WA ",2013,4,4,3.4
2501,"Mount Vernon-Anacortes, WA ",2014,3,3,2.5
2502,"Mount Vernon-Anacortes, WA ",2015,3,3,2.5
2503,"Mount Vernon-Anacortes, WA ",2016,6,6,4.9
2504,"Muncie, IN ",2006,4,4,3.4
2505,"Muncie, IN ",2007,1,1,0.9
2506,"Muncie, IN ",2008,1,1,0.9
2507,"Muncie, IN ",2009,6,6,5.2
2508,"Muncie, IN ",2010,0,0,0
