,MSA,Year,Total,Estimated,Rate
1520,"Guayama, Puerto Rico ",2007,13,13,15.4
1521,"Guayama, Puerto Rico ",2008,8,8,9.5
1522,"Guayama, Puerto Rico ",2009,14,14,16.6
1523,"Guayama, Puerto Rico ",2011,18,18,21.4
1524,"Guayama, Puerto Rico ",2012,29,29,34.8
1525,"Guayama, Puerto Rico ",2013,20,20,24.4
1526,"Guayama, Puerto Rico ",2014,13,13,16.1
1527,"Guayama, Puerto Rico ",2015,9,9,11.4
1528,"Guayama, Puerto Rico ",2016,19,19,24.4
1529,"Gulfport-Biloxi, MS ",2009,11,12,5.1
1530,"Gulfport-Biloxi, MS ",2010,10,12,5
1531,"Gulfport-Biloxi, MS ",2011,20,21,8.4
1532,"Gulfport-Biloxi-Pascagoula, MS ",2013,12,12,3.1
1533,"Gulfport-Biloxi-Pascagoula, MS ",2015,23,26,6.7
1534,"Hagerstown-Martinsburg, MD-WV ",2006,6,6,2.4
1535,"Hagerstown-Martinsburg, MD-WV ",2008,6,6,2.3
1536,"Hagerstown-Martinsburg, MD-WV ",2009,3,3,1.1
1537,"Hagerstown-Martinsburg, MD-WV ",2010,2,2,0.7
1538,"Hagerstown-Martinsburg, MD-WV ",2011,9,9,3.3
1539,"Hagerstown-Martinsburg, MD-WV ",2012,7,7,2.7
1540,"Hagerstown-Martinsburg, MD-WV ",2013,8,8,3.1
1541,"Hagerstown-Martinsburg, MD-WV ",2015,11,11,4.2
1542,"Hagerstown-Martinsburg, MD-WV ",2016,7,7,2.7
1543,"Hammond, LA ",2012,11,11,8.9
1544,"Hammond, LA ",2013,12,12,9.7
1545,"Hammond, LA ",2014,10,10,7.9
1546,"Hammond, LA ",2015,5,5,3.9
1547,"Hammond, LA ",2016,17,17,13.1
1548,"Hanford-Corcoran, CA ",2006,4,4,2.8
1549,"Hanford-Corcoran, CA ",2007,7,7,4.7
1550,"Hanford-Corcoran, CA ",2008,7,7,4.6
1551,"Hanford-Corcoran, CA ",2010,3,3,2
1552,"Hanford-Corcoran, CA ",2011,8,8,5.2
1553,"Hanford-Corcoran, CA ",2012,4,4,2.6
1554,"Hanford-Corcoran, CA ",2013,6,6,4
1555,"Hanford-Corcoran, CA ",2014,7,7,4.6
1556,"Hanford-Corcoran, CA ",2015,5,5,3.3
1557,"Hanford-Corcoran, CA ",2016,11,11,7.3
1558,"Harrisburg-Carlisle, PA ",2006,15,16,3.1
1559,"Harrisburg-Carlisle, PA ",2007,21,21,4
1560,"Harrisburg-Carlisle, PA ",2008,19,19,3.6
1561,"Harrisburg-Carlisle, PA ",2009,26,26,4.9
1562,"Harrisburg-Carlisle, PA ",2010,19,19,3.5
1563,"Harrisburg-Carlisle, PA ",2011,20,20,3.6
1564,"Harrisburg-Carlisle, PA ",2012,18,18,3.3
1565,"Harrisburg-Carlisle, PA ",2014,22,22,3.9
1566,"Harrisburg-Carlisle, PA ",2016,19,19,3.4
1567,"Harrisonburg, VA ",2006,5,5,4.4
1568,"Harrisonburg, VA ",2007,0,0,0
1569,"Harrisonburg, VA ",2008,2,2,1.7
1570,"Harrisonburg, VA ",2009,2,2,1.7
1571,"Harrisonburg, VA ",2010,1,1,0.8
1572,"Harrisonburg, VA ",2011,2,2,1.6
1573,"Harrisonburg, VA ",2012,1,1,0.8
1574,"Harrisonburg, VA ",2013,1,1,0.8
1575,"Harrisonburg, VA ",2014,3,3,2.3
1576,"Harrisonburg, VA ",2015,1,1,0.8
1577,"Harrisonburg, VA ",2016,3,3,2.3
1578,"Hartford-West Hartford-East Hartford, CT ",2006,38,38,3.8
1579,"Hartford-West Hartford-East Hartford, CT ",2007,46,46,4.6
1580,"Hartford-West Hartford-East Hartford, CT ",2008,42,42,4.2
1581,"Hartford-West Hartford-East Hartford, CT ",2009,46,46,4.6
1582,"Hartford-West Hartford-East Hartford, CT ",2010,46,46,4.5
1583,"Hartford-West Hartford-East Hartford, CT ",2011,36,36,3.5
1584,"Hartford-West Hartford-East Hartford, CT ",2012,37,37,3.6
1585,"Hartford-West Hartford-East Hartford, CT ",2013,35,35,3.4
1586,"Hartford-West Hartford-East Hartford, CT ",2014,39,39,3.8
1587,"Hartford-West Hartford-East Hartford, CT ",2015,45,45,4.4
1588,"Hartford-West Hartford-East Hartford, CT ",2016,23,23,2.3
1589,"Hattiesburg, MS ",2006,11,13,9.9
1590,"Hattiesburg, MS ",2007,2,4,2.9
1591,"Hattiesburg, MS ",2009,10,10,7
1592,"Hattiesburg, MS ",2010,5,6,4.1
1593,"Hattiesburg, MS ",2012,5,5,3.4
1594,"Hattiesburg, MS ",2015,6,6,4
1595,"Hattiesburg, MS ",2016,9,9,6
1596,"Hickory-Lenoir-Morganton, NC ",2007,19,19,5.2
1597,"Hickory-Lenoir-Morganton, NC ",2008,29,29,8
1598,"Hickory-Lenoir-Morganton, NC ",2009,17,17,4.6
1599,"Hickory-Lenoir-Morganton, NC ",2010,13,13,3.5
1600,"Hickory-Lenoir-Morganton, NC ",2011,22,22,5.9
1601,"Hickory-Lenoir-Morganton, NC ",2012,20,20,5.4
1602,"Hickory-Lenoir-Morganton, NC ",2014,17,17,4.7
1603,"Hilton Head Island-Bluffton-Beaufort, SC ",2012,21,21,11
1604,"Hilton Head Island-Bluffton-Beaufort, SC ",2013,6,6,3
1605,"Hilton Head Island-Bluffton-Beaufort, SC ",2014,7,7,3.5
1606,"Hilton Head Island-Bluffton-Beaufort, SC ",2015,28,28,13.5
1607,"Hilton Head Island-Bluffton-Beaufort, SC ",2016,17,17,8
1608,"Hinesville, GA ",2012,4,4,4.9
1609,"Hinesville, GA ",2013,5,5,6
1610,"Hinesville, GA ",2014,5,5,6.1
1611,"Hinesville, GA ",2015,1,1,1.2
1612,"Hinesville, GA ",2016,3,3,3.7
1613,"Hinesville-Fort Stewart, GA ",2007,5,5,6.7
1614,"Hinesville-Fort Stewart, GA ",2008,5,5,7
1615,"Hinesville-Fort Stewart, GA ",2009,2,2,2.9
1616,"Hinesville-Fort Stewart, GA ",2010,6,7,9.7
1617,"Hinesville-Fort Stewart, GA ",2011,3,4,5.1
1618,"Holland-Grand Haven, MI ",2006,0,0,0
1619,"Holland-Grand Haven, MI ",2008,4,4,1.5
1620,"Holland-Grand Haven, MI ",2009,4,4,1.5
1621,"Holland-Grand Haven, MI ",2010,0,0,0
1622,"Holland-Grand Haven, MI ",2011,2,2,0.8
1623,"Homosassa Spring, FL ",2012,5,5,3.5
1624,"Homosassa Springs, FL ",2013,5,5,3.6
1625,"Homosassa Springs, FL ",2014,7,7,5
1626,"Homosassa Springs, FL ",2015,2,2,1.4
1627,"Homosassa Springs, FL ",2016,4,4,2.8
1628,"Honolulu, HI ",2006,17,17,1.9
1629,"Honolulu, HI ",2007,19,19,2.1
1630,"Honolulu, HI ",2008,18,18,2
1631,"Honolulu, HI ",2009,14,14,1.5
1632,"Honolulu, HI ",2010,19,19,2
1633,"Hot Springs, AR ",2006,5,5,5.3
1634,"Hot Springs, AR ",2007,10,10,10.4
1635,"Hot Springs, AR ",2008,4,4,4.1
1636,"Hot Springs, AR ",2009,10,10,10.1
1637,"Hot Springs, AR ",2010,9,9,9
1638,"Hot Springs, AR ",2011,4,4,4.1
1639,"Hot Springs, AR ",2013,9,9,9.3
1640,"Hot Springs, AR ",2016,4,4,4.1
1641,"Houma-Bayou Cane-Thibodaux, LA ",2006,9,9,4.8
1642,"Houma-Bayou Cane-Thibodaux, LA ",2007,12,12,5.9
1643,"Houma-Bayou Cane-Thibodaux, LA ",2008,11,11,5.4
1644,"Houma-Bayou Cane-Thibodaux, LA ",2009,14,14,6.9
1645,"Houma-Bayou Cane-Thibodaux, LA ",2010,12,12,5.9
1646,"Houma-Bayou Cane‰ÛÔThibodaux, LA ",2011,6,6,2.9
1647,"Houma-Thibodaux, LA ",2012,9,9,4.3
1648,"Houma-Thibodaux, LA ",2013,23,23,11
1649,"Houma-Thibodaux, LA ",2014,9,9,4.3
1650,"Houma-Thibodaux, LA ",2015,17,17,8
1651,"Houma-Thibodaux, LA ",2016,19,19,8.9
1652,"Houston-Sugar Land-Baytown, TX ",2006,519,519,9.6
1653,"Houston-Sugar Land-Baytown, TX ",2007,496,496,8.8
1654,"Houston-Sugar Land-Baytown, TX ",2008,447,447,7.8
1655,"Houston-Sugar Land-Baytown, TX ",2009,462,462,7.9
1656,"Houston-Sugar Land-Baytown, TX ",2010,435,435,7.3
1657,"Houston-Sugar Land-Baytown, TX ",2011,330,330,5.4
1658,"Houston-The Woodlands-Sugar Land, TX ",2012,349,349,5.7
1659,"Houston-The Woodlands-Sugar Land, TX ",2013,373,373,5.9
1660,"Houston-The Woodlands-Sugar Land, TX ",2014,377,377,5.8
1661,"Houston-The Woodlands-Sugar Land, TX ",2015,458,458,6.9
1662,"Houston-The Woodlands-Sugar Land, TX ",2016,487,487,7.2
1663,"Huntington-Ashland, WV-KY-OH ",2006,3,3,1
1664,"Huntington-Ashland, WV-KY-OH ",2016,6,8,2.2
1665,"Huntsville, AL ",2006,17,20,5.4
1666,"Huntsville, AL ",2007,25,31,8.1
1667,"Huntsville, AL ",2008,19,19,4.8
1668,"Huntsville, AL ",2009,21,21,5.2
1669,"Huntsville, AL ",2010,22,22,5.3
1670,"Huntsville, AL ",2011,19,19,4.5
1671,"Huntsville, AL ",2012,22,22,5.1
1672,"Huntsville, AL ",2013,27,27,6.2
1673,"Huntsville, AL ",2014,23,23,5.2
1674,"Huntsville, AL ",2015,27,27,6.1
1675,"Huntsville, AL ",2016,22,22,4.9
1676,"Idaho Falls, ID ",2006,2,2,1.7
1677,"Idaho Falls, ID ",2007,1,1,0.8
1678,"Idaho Falls, ID ",2008,2,2,1.6
1679,"Idaho Falls, ID ",2009,2,2,1.6
1680,"Idaho Falls, ID ",2010,3,3,2.3
1681,"Idaho Falls, ID ",2011,6,6,4.5
1682,"Idaho Falls, ID ",2012,0,0,0
1683,"Idaho Falls, ID ",2013,3,3,2.2
1684,"Idaho Falls, ID ",2014,0,0,0
1685,"Idaho Falls, ID ",2015,2,2,1.4
1686,"Idaho Falls, ID ",2016,1,1,0.7
1687,"Indianapolis-Carmel, IN ",2006,151,156,9.4
1688,"Indianapolis-Carmel, IN ",2007,125,130,7.7
1689,"Indianapolis-Carmel, IN ",2008,120,127,7.4
1690,"Indianapolis-Carmel, IN ",2009,105,111,6.4
1691,"Indianapolis-Carmel, IN ",2011,101,107,6.1
1692,"Indianapolis-Carmel-Anderson, IN ",2012,108,114,6
1693,"Indianapolis-Carmel-Anderson, IN ",2013,141,148,7.6
1694,"Indianapolis-Carmel-Anderson, IN ",2014,148,155,7.9
1695,"Indianapolis-Carmel-Anderson, IN ",2015,157,164,8.2
1696,"Indianapolis-Carmel-Anderson, IN ",2016,173,184,9.2
1697,"Iowa City, IA ",2006,0,0,0
1698,"Iowa City, IA ",2007,0,0,0
1699,"Iowa City, IA ",2008,8,8,5.4
1700,"Iowa City, IA ",2009,2,2,1.3
1701,"Iowa City, IA ",2010,2,2,1.3
1702,"Iowa City, IA ",2011,3,3,2
1703,"Iowa City, IA ",2012,2,2,1.3
1704,"Iowa City, IA ",2013,0,0,0
1705,"Iowa City, IA ",2014,1,1,0.6
1706,"Iowa City, IA ",2015,1,1,0.6
1707,"Iowa City, IA ",2016,0,0,0
1708,"Ithaca, NY ",2006,1,1,1
1709,"Ithaca, NY ",2007,0,0,0
1710,"Ithaca, NY ",2008,2,2,2
1711,"Ithaca, NY ",2009,3,3,3
1712,"Ithaca, NY ",2010,2,2,2
1713,"Jackson, MI ",2006,4,4,2.5
1714,"Jackson, MI ",2007,2,2,1.2
1715,"Jackson, MI ",2008,4,4,2.5
1716,"Jackson, MI ",2009,8,8,5
1717,"Jackson, MI ",2010,11,11,6.9
1718,"Jackson, MI ",2013,5,5,3.1
1719,"Jackson, MI ",2014,10,10,6.2
1720,"Jackson, MI ",2015,6,6,3.8
1721,"Jackson, MI ",2016,9,9,5.7
1722,"Jackson, MS ",2006,54,58,11.1
1723,"Jackson, MS ",2007,60,66,12.4
1724,"Jackson, MS ",2008,72,76,14.1
1725,"Jackson, MS ",2009,42,44,8.1
1726,"Jackson, MS ",2010,55,57,10.4
1727,"Jackson, MS ",2011,63,66,12.2
1728,"Jackson, MS ",2012,74,77,13.4
1729,"Jackson, MS ",2013,57,58,10
1730,"Jackson, MS ",2014,67,74,12.8
1731,"Jackson, MS ",2015,63,67,11.6
1732,"Jackson, TN ",2006,14,14,12.5
1733,"Jackson, TN ",2007,12,12,10.5
1734,"Jackson, TN ",2008,10,10,8.8
1735,"Jackson, TN ",2009,15,15,13.2
1736,"Jackson, TN ",2010,5,5,4.4
1737,"Jackson, TN ",2011,9,9,7.7
1738,"Jackson, TN ",2012,13,13,9.9
1739,"Jackson, TN ",2013,11,11,8.4
1740,"Jackson, TN ",2014,12,12,9.2
1741,"Jackson, TN ",2015,9,9,6.9
1742,"Jackson, TN ",2016,7,7,5.4
1743,"Jacksonville, FL ",2006,134,134,10.6
1744,"Jacksonville, FL ",2007,139,139,10.8
1745,"Jacksonville, FL ",2008,127,127,9.7
1746,"Jacksonville, FL ",2009,120,120,9.1
1747,"Jacksonville, FL ",2010,97,97,7.2
1748,"Jacksonville, FL ",2011,87,87,6.4
1749,"Jacksonville, FL ",2012,110,110,8
1750,"Jacksonville, FL ",2013,99,99,7.1
1751,"Jacksonville, FL ",2014,108,108,7.6
1752,"Jacksonville, FL ",2015,108,108,7.5
1753,"Jacksonville, FL ",2016,125,125,8.5
1754,"Jacksonville, NC ",2006,8,8,5.1
1755,"Jacksonville, NC ",2007,11,11,7.2
1756,"Jacksonville, NC ",2008,11,11,6.7
1757,"Jacksonville, NC ",2009,11,11,6.5
1758,"Jacksonville, NC ",2011,4,4,2.2
1759,"Jacksonville, NC ",2015,8,8,4.2
1760,"Janesville, WI ",2006,4,4,2.5
1761,"Janesville, WI ",2007,5,5,3.1
1762,"Janesville, WI ",2008,4,4,2.5
1763,"Janesville, WI ",2009,6,6,3.7
1764,"Janesville, WI ",2010,4,4,2.5
1765,"Janesville, WI ",2011,4,4,2.5
1766,"Janesville-Beloit, WI ",2012,3,3,1.9
1767,"Janesville-Beloit, WI ",2013,2,2,1.2
1768,"Janesville-Beloit, WI ",2014,9,9,5.6
1769,"Janesville-Beloit, WI ",2015,6,6,3.7
1770,"Janesville-Beloit, WI ",2016,3,3,1.9
1771,"Jefferson City, MO ",2006,4,4,2.8
1772,"Jefferson City, MO ",2007,3,3,2.1
1773,"Jefferson City, MO ",2009,5,5,3.4
1774,"Jefferson City, MO ",2010,4,4,2.7
1775,"Jefferson City, MO ",2011,7,7,4.7
1776,"Jefferson City, MO ",2012,3,3,2
1777,"Jefferson City, MO ",2013,2,2,1.3
1778,"Jefferson City, MO ",2014,6,6,4
1779,"Jefferson City, MO ",2015,2,2,1.3
1780,"Jefferson City, MO ",2016,7,7,4.6
1781,"Johnson City, TN ",2006,11,11,5.7
1782,"Johnson City, TN ",2007,4,4,2.1
1783,"Johnson City, TN ",2008,3,3,1.5
1784,"Johnson City, TN ",2009,11,11,5.6
1785,"Johnson City, TN ",2010,5,5,2.5
1786,"Johnson City, TN ",2011,6,6,3
1787,"Johnson City, TN ",2012,5,5,2.5
1788,"Johnson City, TN ",2013,7,7,3.5
1789,"Johnson City, TN ",2014,6,6,3
1790,"Johnson City, TN ",2015,11,11,5.5
1791,"Johnson City, TN ",2016,5,5,2.5
1792,"Johnstown, PA ",2006,6,6,4
1793,"Johnstown, PA ",2007,2,2,1.4
1794,"Johnstown, PA ",2008,6,6,4.2
1795,"Johnstown, PA ",2010,4,4,2.8
1796,"Johnstown, PA ",2011,4,4,2.8
1797,"Johnstown, PA ",2012,6,6,4.2
1798,"Johnstown, PA ",2013,12,12,8.5
1799,"Johnstown, PA ",2014,7,7,5
1800,"Johnstown, PA ",2015,6,6,4.4
1801,"Johnstown, PA ",2016,7,7,5.2
1802,"Jonesboro, AR ",2006,6,6,5.3
1803,"Jonesboro, AR ",2007,5,5,4.4
1804,"Jonesboro, AR ",2008,7,7,6
1805,"Jonesboro, AR ",2009,3,3,2.5
1806,"Jonesboro, AR ",2010,5,5,4.1
1807,"Jonesboro, AR ",2011,4,4,3.3
1808,"Jonesboro, AR ",2012,6,6,4.9
1809,"Jonesboro, AR ",2013,2,2,1.6
1810,"Jonesboro, AR ",2014,9,9,7.1
1811,"Jonesboro, AR ",2015,5,5,3.9
1812,"Jonesboro, AR ",2016,7,7,5.4
1813,"Joplin, MO ",2006,6,6,3.6
1814,"Joplin, MO ",2007,8,8,4.7
1815,"Joplin, MO ",2008,7,7,4.1
1816,"Joplin, MO ",2010,3,3,1.7
1817,"Joplin, MO ",2011,3,3,1.7
1818,"Joplin, MO ",2012,6,6,3.4
1819,"Joplin, MO ",2013,4,4,2.3
1820,"Joplin, MO ",2014,4,4,2.3
1821,"Joplin, MO ",2015,9,9,5.1
1822,"Joplin, MO ",2016,7,7,3.9
1823,"Kahului-Wailuku-Lahaina, HI ",2012,5,5,3.1
1824,"Kahului-Wailuku-Lahaina, HI ",2013,1,1,0.6
1825,"Kahului-Wailuku-Lahaina, HI ",2014,4,4,2.5
1826,"Kahului-Wailuku-Lahaina, HI ",2015,4,4,2.4
1827,"Kahului-Wailuku-Lahaina, HI ",2016,5,5,3
1828,"Kalamazoo-Portage, MI ",2006,8,8,2.5
1829,"Kalamazoo-Portage, MI ",2007,14,14,4.4
1830,"Kalamazoo-Portage, MI ",2008,6,6,1.9
1831,"Kalamazoo-Portage, MI ",2009,12,12,3.7
1832,"Kalamazoo-Portage, MI ",2010,14,14,4.3
1833,"Kalamazoo-Portage, MI ",2012,12,12,3.7
1834,"Kalamazoo-Portage, MI ",2014,8,8,2.4
1835,"Kalamazoo-Portage, MI ",2015,11,11,3.3
1836,"Kalamazoo-Portage, MI ",2016,22,22,6.5
1837,"Kankakee, IL ",2012,8,8,7
1838,"Kankakee, IL ",2013,6,6,5.3
1839,"Kankakee, IL ",2014,11,11,9.8
1840,"Kankakee, IL ",2016,10,10,9.1
1841,"Kankakee-Bradley, IL ",2011,4,4,3.5
1842,"Kansas City, MO-KS ",2006,174,174,8.9
1843,"Kansas City, MO-KS ",2009,162,163,7.9
1844,"Kansas City, MO-KS ",2010,172,172,8.2
1845,"Kansas City, MO-KS ",2011,161,161,7.9
1846,"Kansas City, MO-KS ",2012,156,156,7.7
1847,"Kansas City, MO-KS ",2013,152,152,7.4
1848,"Kansas City, MO-KS ",2014,136,136,6.6
1849,"Kansas City, MO-KS ",2015,175,175,8.4
1850,"Kennewick-Pasco-Richland, WA ",2007,4,4,1.7
1851,"Kennewick-Pasco-Richland, WA ",2008,2,2,0.9
1852,"Kennewick-Pasco-Richland, WA ",2009,1,1,0.4
1853,"Kennewick-Pasco-Richland, WA ",2010,5,5,2
1854,"Kennewick-Pasco-Richland, WA ",2011,5,5,1.9
1855,"Kennewick-Richland, WA ",2012,2,2,0.7
1856,"Kennewick-Richland, WA ",2013,9,9,3.3
1857,"Kennewick-Richland, WA ",2014,14,14,5.1
1858,"Kennewick-Richland, WA ",2015,8,8,2.9
1859,"Kennewick-Richland, WA ",2016,5,5,1.8
1860,"Kennewick-Richland-Pasco, WA ",2006,6,6,2.7
1861,"Killeen-Temple, TX ",2012,20,20,4.8
1862,"Killeen-Temple, TX ",2014,20,20,4.6
1863,"Killeen-Temple, TX ",2015,24,24,5.6
1864,"Killeen-Temple, TX ",2016,27,27,6.2
1865,"Killeen-Temple-Fort Hood, TX ",2006,11,11,3
1866,"Killeen-Temple-Fort Hood, TX ",2007,19,19,5.4
1867,"Killeen-Temple-Fort Hood, TX ",2008,16,16,4.3
1868,"Killeen-Temple-Fort Hood, TX ",2009,13,13,3.4
1869,"Killeen-Temple-Fort Hood, TX ",2010,17,17,4.4
1870,"Killeen-Temple-Fort Hood, TX ",2011,18,18,4.3
1871,"Kingsport-Bristol-Bristol, TN-VA ",2006,12,12,3.9
1872,"Kingsport-Bristol-Bristol, TN-VA ",2007,8,8,2.6
1873,"Kingsport-Bristol-Bristol, TN-VA ",2008,16,16,5.3
1874,"Kingsport-Bristol-Bristol, TN-VA ",2009,10,10,3.3
1875,"Kingsport-Bristol-Bristol, TN-VA ",2010,14,14,4.6
1876,"Kingsport-Bristol-Bristol, TN-VA ",2011,9,9,2.9
1877,"Kingsport-Bristol-Bristol, TN-VA ",2012,9,9,2.9
1878,"Kingsport-Bristol-Bristol, TN-VA ",2013,5,5,1.6
1879,"Kingsport-Bristol-Bristol, TN-VA ",2014,15,15,4.9
1880,"Kingsport-Bristol-Bristol, TN-VA ",2015,11,11,3.6
1881,"Kingsport-Bristol-Bristol, TN-VA ",2016,8,8,2.6
1882,"Kingston, NY ",2006,5,5,2.7
1883,"Kingston, NY ",2007,3,3,1.6
1884,"Kingston, NY ",2008,6,6,3.3
1885,"Kingston, NY ",2009,1,1,0.5
1886,"Kingston, NY ",2010,2,2,1.1
1887,"Kingston, NY ",2011,2,2,1.1
1888,"Kingston, NY ",2012,1,1,0.5
1889,"Kingston, NY ",2013,3,3,1.7
1890,"Kingston, NY ",2014,5,5,2.8
1891,"Kingston, NY ",2015,0,0,0
1892,"Kingston, NY ",2016,4,4,2.2
1893,"Knoxville, TN ",2006,34,34,5.1
1894,"Knoxville, TN ",2007,38,38,5.6
1895,"Knoxville, TN ",2008,40,40,5.8
1896,"Knoxville, TN ",2009,31,31,4.4
1897,"Knoxville, TN ",2010,35,35,5
1898,"Knoxville, TN ",2011,34,34,4.8
1899,"Knoxville, TN ",2012,34,34,4
1900,"Knoxville, TN ",2013,30,31,3.6
1901,"Knoxville, TN ",2014,27,28,3.3
1902,"Knoxville, TN ",2015,29,29,3.4
1903,"Knoxville, TN ",2016,37,37,4.3
1904,"Kokomo, IN ",2006,5,5,4.9
1905,"Kokomo, IN ",2007,1,1,1
1906,"Kokomo, IN ",2008,3,3,3
1907,"Kokomo, IN ",2009,1,1,1
1908,"Kokomo, IN ",2010,3,3,3
1909,"Kokomo, IN ",2011,5,5,5
1910,"Kokomo, IN ",2012,4,4,4.8
1911,"Kokomo, IN ",2013,2,2,2.4
1912,"Kokomo, IN ",2014,3,3,3.6
1913,"Kokomo, IN ",2015,3,3,3.6
1914,"Kokomo, IN ",2016,6,6,7.3
1915,"La Crosse, WI-MN ",2006,0,0,0
1916,"La Crosse, WI-MN ",2007,1,1,0.8
1917,"La Crosse, WI-MN ",2008,1,1,0.8
1918,"La Crosse, WI-MN ",2009,1,1,0.8
1919,"La Crosse, WI-MN ",2010,3,3,2.2
1920,"La Crosse, WI-MN ",2011,0,0,0
1921,"La Crosse-Onalaska, WI-MN ",2012,4,4,3
1922,"La Crosse-Onalaska, WI-MN ",2013,2,2,1.5
1923,"La Crosse-Onalaska, WI-MN ",2014,0,0,0
1924,"La Crosse-Onalaska, WI-MN ",2015,2,2,1.5
1925,"La Crosse-Onalaska, WI-MN ",2016,1,1,0.7
1926,"Lafayette, IN ",2006,2,2,1.1
1927,"Lafayette, IN ",2007,2,2,1.1
1928,"Lafayette, IN ",2008,4,4,2.1
1929,"Lafayette, IN ",2009,0,0,0
1930,"Lafayette, IN ",2010,2,2,1
1931,"Lafayette, IN ",2011,3,3,1.5
1932,"Lafayette, LA ",2007,22,24,9.4
1933,"Lafayette, LA ",2008,14,15,5.8
1934,"Lafayette, LA ",2009,13,14,5.3
1935,"Lafayette, LA ",2010,19,20,7.5
1936,"Lafayette, LA ",2011,11,12,4.3
1937,"Lafayette, LA ",2012,31,34,7.2
1938,"Lafayette, LA ",2013,23,24,5
1939,"Lafayette, LA ",2014,35,36,7.5
1940,"Lafayette, LA ",2015,37,38,7.8
1941,"Lafayette, LA ",2016,45,46,9.3
1942,"Lafayette-West Lafayette, IN ",2012,1,1,0.5
1943,"Lafayette-West Lafayette, IN ",2013,3,3,1.4
1944,"Lafayette-West Lafayette, IN ",2014,3,3,1.4
1945,"Lafayette-West Lafayette, IN ",2015,4,4,1.9
1946,"Lafayette-West Lafayette, IN ",2016,2,3,1.4
1947,"Lake Charles, LA ",2006,10,12,6.5
1948,"Lake Charles, LA ",2009,19,19,9.8
1949,"Lake Charles, LA ",2010,16,16,8.2
1950,"Lake Charles, LA ",2013,14,14,6.9
1951,"Lake Charles, LA ",2015,9,9,4.4
1952,"Lake Charles, LA ",2016,14,14,6.8
1953,"Lake County-Kenosha County, IL-WI M.D.",2011,4,6,0.7
1954,"Lake County-Kenosha County, IL-WI M.D.",2012,8,8,0.9
1955,"Lake County-Kenosha County, IL-WI M.D.",2013,21,21,2.4
1956,"Lake County-Kenosha County, IL-WI M.D.",2014,19,19,2.2
1957,"Lake County-Kenosha County, IL-WI M.D.",2015,19,19,2.2
1958,"Lake County-Kenosha County, IL-WI M.D.",2016,7,8,0.9
1959,"Lake Havasu City-Kingman, AZ ",2006,17,17,8.7
1960,"Lake Havasu City-Kingman, AZ ",2007,16,16,8
1961,"Lake Havasu City-Kingman, AZ ",2008,8,8,4
1962,"Lake Havasu City-Kingman, AZ ",2009,8,8,4
1963,"Lake Havasu City-Kingman, AZ ",2011,12,12,5.9
1964,"Lake Havasu City-Kingman, AZ ",2012,12,12,5.9
1965,"Lake Havasu City-Kingman, AZ ",2013,9,9,4.4
1966,"Lake Havasu City-Kingman, AZ ",2014,7,7,3.4
1967,"Lake Havasu City-Kingman, AZ ",2015,4,4,2
1968,"Lakeland, FL ",2006,21,21,3.8
1969,"Lakeland-Winter Haven, FL ",2007,31,31,5.5
1970,"Lakeland-Winter Haven, FL ",2008,44,44,7.6
1971,"Lakeland-Winter Haven, FL ",2009,25,25,4.3
1972,"Lakeland-Winter Haven, FL ",2010,30,30,5.1
1973,"Lakeland-Winter Haven, FL ",2011,25,25,4.1
1974,"Lakeland-Winter Haven, FL ",2012,39,39,6.3
1975,"Lakeland-Winter Haven, FL ",2013,20,20,3.2
1976,"Lakeland-Winter Haven, FL ",2014,19,19,3
1977,"Lakeland-Winter Haven, FL ",2015,25,25,3.9
1978,"Lakeland-Winter Haven, FL ",2016,26,26,3.9
1979,"Lancaster, PA ",2006,21,22,4.5
1980,"Lancaster, PA ",2007,12,12,2.4
1981,"Lancaster, PA ",2008,7,7,1.4
1982,"Lancaster, PA ",2009,12,12,2.4
1983,"Lancaster, PA ",2010,9,9,1.8
1984,"Lancaster, PA ",2011,7,7,1.3
1985,"Lancaster, PA ",2012,15,15,2.9
1986,"Lancaster, PA ",2013,9,9,1.7
1987,"Lancaster, PA ",2014,13,13,2.4
1988,"Lancaster, PA ",2015,16,16,3
1989,"Lancaster, PA ",2016,8,8,1.5
1990,"Lansing-East Lansing, MI ",2006,11,11,2.4
1991,"Lansing-East Lansing, MI ",2007,21,21,4.6
1992,"Lansing-East Lansing, MI ",2008,12,13,2.9
1993,"Lansing-East Lansing, MI ",2009,12,12,2.6
1994,"Lansing-East Lansing, MI ",2010,12,12,2.7
1995,"Lansing-East Lansing, MI ",2011,18,18,3.9
1996,"Lansing-East Lansing, MI ",2012,15,16,3.4
1997,"Lansing-East Lansing, MI ",2013,14,15,3.2
1998,"Lansing-East Lansing, MI ",2014,14,15,3.2
1999,"Lansing-East Lansing, MI ",2015,17,17,3.6
2000,"Lansing-East Lansing, MI ",2016,16,16,3.4
2001,"Laredo, TX ",2006,24,24,10.4
2002,"Laredo, TX ",2007,13,13,5.5
2003,"Laredo, TX ",2008,11,11,4.6
2004,"Laredo, TX ",2009,17,17,7
2005,"Laredo, TX ",2010,11,11,4.5
2006,"Laredo, TX ",2011,11,11,4.3
2007,"Laredo, TX ",2012,8,8,3.1
2008,"Laredo, TX ",2013,4,4,1.5
2009,"Laredo, TX ",2014,15,15,5.6
2010,"Laredo, TX ",2015,8,8,2.9
